task_variant_id,protocol_version,study_namespace,dataset_namespace,dataset_index,dataset_id,dataset_seed,archetype,base_task_sha256,mechanism,mechanism_family,strength,strength_value,seed,model_ids,expected_model_cells,config_sha256,bundle_key,task_hash,split_hash,n_samples,n_original,n_injected,n_leak,diagnostic_ap,diagnostic_normalized_ap,top5_recall,diagnostic_status,bundle_path,bundle_sha256
4731c66f997d11019376,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,4731c66f997d11019376,5d77d89e7227c2ad6a428f32783246cb3921e6204eb1574479a06b1485a026b6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
1bd34cf0c15c743c13f8,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S3,0.6,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,1bd34cf0c15c743c13f8,2ec754b471e17c64da45544ee352794018bd68b33b06302787272a82dda9cd41,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
a20c7dc613fea9eaf425,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,a20c7dc613fea9eaf425,37597825e1628d6bc21227f24d960349dbb5b3adbe023e60ea188df497a5bc0e,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
f983c8234d91fcbb5e11,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S3,0.6,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,f983c8234d91fcbb5e11,5ceda0f4ce958cf4bb7c2bb73c148ed4b97f5d254ca3630d2e6f3cda171c3ea1,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
1c06e797de69d17ccbb0,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,1c06e797de69d17ccbb0,825e46b239e579c361ef60b363cf0e09862ec5adbaf8a9874965233730a9d120,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
94126261a5eace465083,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,94126261a5eace465083,2f3d11dae3fc0e6b399727ca4dd07769350727b2a43fb046c8cf81f9c21d96d8,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
b70ea5549e91aee6c4bb,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S4,0.8,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,b70ea5549e91aee6c4bb,0d277397e381e6850bda085613b45600b7952c0aaa3a4f89e5cbcbe7a28f8ecd,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
8c7f1c3d7003e496f42d,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,8c7f1c3d7003e496f42d,9dce4e33c5fff7a1ed2ccf9dd5e26385b3919328c283ac96a2035ccfc3da7793,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
e8ba0cc120eefeb6f3e7,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S4,0.8,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,e8ba0cc120eefeb6f3e7,8a3b77dd50bf66d7b0cb8bee7764b0c917b0b9ac8fb465eb788ab8a294237aa8,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
0a509b18ae405f7d3727,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,0a509b18ae405f7d3727,0e6543ca5a75b224495a2f4ee61379aa8ac781361773d9e061b432caca0a2446,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
5323e96352d739057ca0,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,5323e96352d739057ca0,708dff3f20eb95a0d505d9f20811731633a0b79cc62e83bc3a634ead121f886b,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
99564a3811bee3095cbf,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S5,1.0,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,99564a3811bee3095cbf,aea2a8f129f4875db78c1404403e0a2dacd9a5c130885272ed6f67bcb795febc,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
7e09284640f932860547,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,7e09284640f932860547,f6ba5c1da8a63a843493a485fca39980d5e1d08ee1139192b59c0a51065aabd7,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
6406e0a9585466341e60,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S5,1.0,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,6406e0a9585466341e60,08b0368635fcfd7c6e958dc3e2c544ae0df21caaa7d8392c57c1dff75adc08da,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
fed90f10ab6e1ff6e350,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M04,structured_replacement,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,fed90f10ab6e1ff6e350,e7f9c6c3a8b3342f6149555dc35faef774613c7430834deb336335db06595710,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
63d450e192e3ed218a80,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,63d450e192e3ed218a80,928456d42faecf68947d70ff1679a5bb3220240084f493b7c77baa6bdd0097c3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
1d2e7023d03518ce969f,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S1,0.2,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,1d2e7023d03518ce969f,d05493c5821f45526afad8604d94db3944e764f6dadef89ffb90827458d0abc4,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
831ce0a38e119ed9f575,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,831ce0a38e119ed9f575,ca54f8782fe1eddd5ed964a09e4f732f7f46cd055e2719529dc1f44e3f5a348d,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
d10066dea815a08625b0,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S1,0.2,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,d10066dea815a08625b0,cb4e850f430fc8290ddaea49291eb194bf022d45a9ee24551e805b3ae0ba746b,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
395f6198eed76eda99dc,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,395f6198eed76eda99dc,bc6b99f630102b464a223572752650f8d64da3107426361f09da7e00a28211aa,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
0bfd5ccd27b3ad606e8d,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,0bfd5ccd27b3ad606e8d,81a982c9e383eef2fbf9cddf0a182726092ccabaf5f600da7d892fd3f5dd3566,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
34f6618d75b220ed9f58,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,34f6618d75b220ed9f58,fef645136adb8dcdfec95bc02e69e772dbd908ed99d2484016f8255aeb700f7a,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
328ec3e673996a634f8c,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,328ec3e673996a634f8c,2d62c699dd8df596afa8b266a2181329cf68807c67ce86096f66d7839128d833,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
2330cd9fc87d7b10d2ce,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96,2330cd9fc87d7b10d2ce,c74b9d24d4acb7e918c16a17340a06e3d738cc4ec966b96abcf5990355b88cb6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,1000,12,1,1,,,,NOT_COMPUTED_PRE_RUN,results/structured_prior_replacement_v1/task_bundles/panel_00.npz,2a764a00f2e75d2e982fca558d96bd9e83e6a7e546e414c1e625f54b92638a69
