dataset_index,mechanism,strength,seed,bundle_key,task_hash,split_hash,n_original,n_injected,n_leak,bundle_path,bundle_sha256,bundle_source,strict_policy
0,M01,S3,2026,M01_S3_2026,4789227b54134ea3f16f3ac867e108f5bffdff7c862bc59bab35f7089453fd41,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S3,3407,M01_S3_3407,195bec07bc6b3c2ff891df105d0ff11fb21f530e228c4d04968db032abc78dcd,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S3,7777,M01_S3_7777,dfb5d2b7eafaffeb82bffcc5a1255dfb261a3b0e647968cbdd0f4d8dc7d14a29,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S4,13,M01_S4_13,132df82ff125c3171a6c69fb1c4eb004cf9360256dd2f733dfef7c6790e7275a,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S4,42,M01_S4_42,416708a9f04e438edc38f9524bcbcddd4b69577fcea56f7a2f01cf7aba8cec2e,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S4,2026,M01_S4_2026,27f10bc266a0e7316a588b8c02039b48deb44663736360d0c23ef1d3cc3b3d83,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S4,3407,M01_S4_3407,7ed85977b75dff423a03e37f420224c611b85c8ca28d87c29c2fbe604cfd48f2,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S4,7777,M01_S4_7777,752b1229b1f29b61408ce578652767e418a8616b0fc589109be9614708b3034a,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S5,13,M01_S5_13,7cc9f4dab10ca99d867603c571bb40e9ecb9b8848b2f4bea752e2d7f7a22f4e6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S5,42,M01_S5_42,7cc9f4dab10ca99d867603c571bb40e9ecb9b8848b2f4bea752e2d7f7a22f4e6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S5,2026,M01_S5_2026,7cc9f4dab10ca99d867603c571bb40e9ecb9b8848b2f4bea752e2d7f7a22f4e6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S5,3407,M01_S5_3407,7cc9f4dab10ca99d867603c571bb40e9ecb9b8848b2f4bea752e2d7f7a22f4e6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M01,S5,7777,M01_S5_7777,7cc9f4dab10ca99d867603c571bb40e9ecb9b8848b2f4bea752e2d7f7a22f4e6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S1,13,M02_S1_13,ced214fe630a780824938c362a809d0c23ad499352e0407c6f5d4c28772457ff,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S1,42,M02_S1_42,1d18a01cfc422be464ba00a879c92c36f0402926515b095d04c882aa4316f2ea,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S1,2026,M02_S1_2026,3fdd840102f550173205eb02d29b4c037770fabe4b81a08a6287706dafad9e94,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S1,3407,M02_S1_3407,3100a03905d0b95be689d391ab5833226c9770ce231650f32f6fd0a9a80b4eec,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S1,7777,M02_S1_7777,6d202cc46d160fdc5a220980291283191a5529ffc5baea824ba2317cf740e919,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S2,13,M02_S2_13,27f5eeb1d91e105dc3756cdf6a109dfb81338dd8be14ef9c6ba2ed7d53a1600e,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S2,42,M02_S2_42,34f60d1f0acb9fd9a4f47fe3a4aa94e5df4446cdce729194e471cfb464a5482c,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S2,2026,M02_S2_2026,7173d9751b7a90dab19f7a16da70cd1bdd5fe1f47a2e9fd6b4e76cf504cd160f,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S2,3407,M02_S2_3407,9c0fd6db308ce2e9042e6ed666c9a4c2f2624f6f25f705694912af76466af515,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S2,7777,M02_S2_7777,5a451640be625afac48c68b982cedd4f8f3180be2cf8369c66cada9d12a745bf,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S3,13,M02_S3_13,0206f5b193d05c875e750af0a1466fc15f79abf313fdd8e25d9e79659518b5ca,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S3,42,M02_S3_42,e37c7cc0797418a452436dbdbb481b378d28e9f3e55b89d01a81127b115ffd80,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S3,2026,M02_S3_2026,6c285385e2260cd46e09ac605487f5cdae9859b5ca697fe20de67386dac987ab,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S3,3407,M02_S3_3407,ef877e0fa2b96897581aefeb427cb6a359283e87b3dfd4c78f91077cdb03ea2c,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S3,7777,M02_S3_7777,88ca30e0d130060f515d6fc307456376ca76792f5f2ba2c00f0dcff12e7a31b6,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S4,13,M02_S4_13,fd8b03327eeedd9f315c2bd92f6c4343755e55596027b1630d26f7da650798f3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S4,42,M02_S4_42,feec3e819100be848306db78265fa355a2f85c91b22e4caf5b9fd4cbc4471c99,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S4,2026,M02_S4_2026,391305b08f8f1cf5f48aa997d19b6ef2f16a2d8c3b344b57f2be4151fcc70c8a,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S4,3407,M02_S4_3407,a0ecee9a53c58febf6b111df00d3aa769fd426823ecb9ed6a49b332c200e4535,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S4,7777,M02_S4_7777,c3ae50b97bd70bc879ee0b9b624abdf58a733a367607aff6d5ba894c77e98558,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S5,13,M02_S5_13,40ff005723566cebc5c59e2936f73fbac8ff8dcc0a21d755140aa6ce9937a0c2,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S5,42,M02_S5_42,d3c0e7943ff807de63204c6cffb1cdf8d209f312870803ce3b464107b9d7781c,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S5,2026,M02_S5_2026,a1385e95e59cc31ee5afbd1f7306c4231a63178277bf073c6b3fed5f37c1ce39,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S5,3407,M02_S5_3407,b61062ccc788181a92987b3996bb4c1d3a07d75a749e341c5e5bb24775721c54,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M02,S5,7777,M02_S5_7777,f58ad37f31281213dae627944936b7886d1d5558d159f855075ffa188b589186,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S1,13,M03_S1_13,57968934d28d7393218bb0009739cc15eaf95dd3bbce1db8f23b438ea27f3536,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S1,42,M03_S1_42,7f76fa56b63fee84899ba69edfb082d2416cc38437888dcba62ce31c3f59dd18,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S1,2026,M03_S1_2026,a393e28c4675c17dd7307149457d663c7ea402b2e92f6504cbe9e8ed00de0e44,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S1,3407,M03_S1_3407,68a365d5c5a84c1c219527f87cf153244bd35d4957429ac1beedd848135b8ed3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S1,7777,M03_S1_7777,e723f9644f1d58e0bba85f327f2372e9a2eae1ed0778cf5d23059d84b5b5b403,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S2,13,M03_S2_13,5427828a3f200186b2c94d3c4ab4cccf439c9fb21088a64d3b269c3faae22091,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S2,42,M03_S2_42,3048f0bcdfc8cd901534461ebb4e6534a161c166ce724f2af26fcd82bfa82506,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S2,2026,M03_S2_2026,b2d7cc85bd5605a46139c9ab8e0e2b11ead2c8fb224505fe5d2f64159a0c350d,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S2,3407,M03_S2_3407,a8500508af30546d6e5941c885fc012b1827995a9366ffe4168bc392773e7501,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S2,7777,M03_S2_7777,da6c9daed3742b5aee61966234a3b30e61784b5d566a590ae65355e4d6cc4b64,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S3,13,M03_S3_13,19df179e2980f78344df2791cf38d5b260c0c4bea303d76bcc8ade6cb72f2395,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S3,42,M03_S3_42,49864b1df3771cc26356ecb66db152df55f8a43d5d4db92109d5bbef834b533e,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S3,2026,M03_S3_2026,1da7359e3e300ba43d8f43c73ce219592ec2ebce56a627a52f2408de8e685017,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S3,3407,M03_S3_3407,540b60392f81b913e743a7fb649d827af462e5725314a3bac6182d4206ce03db,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S3,7777,M03_S3_7777,cf672c102e76dee1276c6bcfd74e30961e82111ba6185c584027e1d03a1f5015,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S4,13,M03_S4_13,2bcb301f103ab85bf81fc8dc4853eaa31b7aeb3d6f19bfcf70f3b757a249757b,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
0,M03,S4,42,M03_S4_42,3c92f1de68440332dc55d07fd6740aa668330656f847760328aafab6bbe565e3,df9f68aa8110a0236c495afe49b9d992b4f1de2e38a4d4bdc459eef07ae2ff77,12,1,1,results/corrected_v2/task_bundles/panel_00.npz,1e5c5baef227115e6f4d27894865f1a2e7e042f695ff803cb8fcbc20d3167b44,corrected_v2_base,"X[:, ~leakage_mask]"
