task_variant_id,protocol_version,study_namespace,dataset_namespace,dataset_index,dataset_id,dataset_seed,archetype,base_task_sha256,mechanism,mechanism_family,strength,strength_value,seed,model_ids,expected_model_cells,config_sha256
2330cd9fc87d7b10d2ce,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
19b54779ce36ab52745c,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
204f499787eac1cc3c8b,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
280b650bbe5fc242e501,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S3,0.6,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
260a7f0e38669ed2dac8,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
d9af0a72dea18e2639d2,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S3,0.6,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
2e33de8507506d9b29d9,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
b297a92e64da6f780a88,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
4722826e672ea1692d4f,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S4,0.8,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
43d7feda7deb5a49d055,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
7f4da200dc24899e1b70,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S4,0.8,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
9253ccf392d3469a4a12,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
f5ed07e20e04d822d1e9,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
20538900e8f39a2a02da,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S5,1.0,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
b258e163e552feab65a7,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
81b02298ba409c7ef00f,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S5,1.0,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
3b367aaaaaba8ef12be6,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M05,structured_replacement,S5,1.0,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
743768c7d902fbad23fa,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S1,0.2,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
d014c2629f94e4cb3400,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S1,0.2,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
4c266bc25437071e2578,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S1,0.2,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
63d11d90b1ce96093513,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S1,0.2,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
c328c6aff20cc2154e59,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S1,0.2,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
7fdfe997562571382c3f,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S2,0.4,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
c0a867d798812d0f3cb4,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S2,0.4,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
3881d366212437762807,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S2,0.4,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
e1e4019f1bc1024a6085,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S2,0.4,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
57aa48619492e3c4074d,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S2,0.4,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
6e5635d804b1c3a1285e,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S3,0.6,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
a799fd41af003a3fdabd,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S3,0.6,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
905551a8fbfa01d7a8a1,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S3,0.6,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
0ce453b3fe4d426bf7fd,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S3,0.6,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
20f4e5f0e2c190388f5c,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S3,0.6,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
20e48397276105352c22,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S4,0.8,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
b6e6f78cd9a8f8ba619e,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S4,0.8,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
2124d54b27f0e0ce6062,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S4,0.8,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
4d1045c6a772d8723809,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S4,0.8,3407,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
574d284ca5af7b15921e,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S4,0.8,7777,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
6391f7d1c03cc3b71b62,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S5,1.0,13,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
61b2d337cc230375482e,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S5,1.0,42,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
2f323341262f70613b5e,structured_prior_replacement_v1,structured_prior_replacement_v1,confirmatory,0,panel_00,20260713,linear,2def68e84f31586c967829866a2e4ad989e6807c54dfe224361b376741056ea5,M08,structured_replacement,S5,1.0,2026,lr|rf|catboost|lightgbm|tabm,5,efc01fc1f21b12e9a32b010e6bd8f5bf355e7c69e68b30e1aa463d9ed792bd96
